# packages in environment at /home/datascience/conda/pyspark32_p38_cpu_v2:
#
# Name                    Version                   Build  Channel
cligj                     0.7.2              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
cloudpickle               2.0.0              pyhd3eb1b0_0    main
colorama                  0.4.5            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
commonmark                0.9.1                    pypi_0    pypi
confection                0.0.3                    pypi_0    pypi
cramjam                   2.6.2            py38h0287bc9_0    conda-forge
cryptography              37.0.2                   pypi_0    pypi
curl                      7.85.0               h5eee18b_0    https://repo.anaconda.cloud/repo/main
cycler                    0.11.0             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
cymem                     2.0.6            py38h295c915_0    https://repo.anaconda.cloud/repo/main
cyrus-sasl                2.1.27               h9c0eb46_9    https://repo.anaconda.cloud/repo/main
datefinder                0.7.3              pyhd8ed1ab_0    conda-forge
dbus                      1.13.18              hb2f20db_0    https://repo.anaconda.cloud/repo/main
debugpy                   1.5.1            py38h295c915_0    https://repo.anaconda.cloud/repo/main
decorator                 5.1.1              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
defusedxml                0.7.1              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
docopt                    0.6.2            py38h06a4308_1    https://repo.anaconda.cloud/repo/main
entrypoints               0.4              py38h06a4308_0    https://repo.anaconda.cloud/repo/main
et_xmlfile                1.1.0            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
expat                     2.4.9                h6a678d5_0    https://repo.anaconda.cloud/repo/main
fastavro                  1.5.1                    pypi_0    pypi
fastparquet               0.8.3            py38h26c90d9_1    conda-forge
fftw                      3.3.9                h27cfd23_1    https://repo.anaconda.cloud/repo/main
fiona                     1.8.13.post1     py38hc820daa_0    https://repo.anaconda.cloud/repo/main
folium                    0.13.0             pyhd8ed1ab_0    conda-forge
font-ttf-dejavu-sans-mono 2.37                 hd3eb1b0_0    https://repo.anaconda.cloud/repo/main
font-ttf-inconsolata      2.001                hcb22688_0    https://repo.anaconda.cloud/repo/main
font-ttf-source-code-pro  2.030                hd3eb1b0_0    https://repo.anaconda.cloud/repo/main
font-ttf-ubuntu           0.83                 h8b1ccd4_0    https://repo.anaconda.cloud/repo/main
fontconfig                2.13.1               hef1e5e3_1    https://repo.anaconda.cloud/repo/main
fonts-anaconda            1                    h8fa9717_0    https://repo.anaconda.cloud/repo/main
fonts-conda-ecosystem     1                    hd3eb1b0_0    https://repo.anaconda.cloud/repo/main
fonttools                 4.25.0             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
freetype                  2.12.1               h4a9f257_0    https://repo.anaconda.cloud/repo/main
freexl                    1.0.6                h27cfd23_0    https://repo.anaconda.cloud/repo/main
fribidi                   1.0.10               h7b6447c_0    https://repo.anaconda.cloud/repo/main
fsspec                    2022.7.1         py38h06a4308_0    main
fusepy                    3.0.1                    pypi_0    pypi
gdal                      3.0.2            py38h40f10ac_3    https://repo.anaconda.cloud/repo/main
gdk-pixbuf                2.42.8               h433bba3_0    https://repo.anaconda.cloud/repo/main
geopandas                 0.9.0                      py_1    main
geopandas-base            0.9.0                      py_1    https://repo.anaconda.cloud/repo/main
geos                      3.8.0                he6710b0_0    https://repo.anaconda.cloud/repo/main
geotiff                   1.7.0                hd69d5b1_0    https://repo.anaconda.cloud/repo/main
gflags                    2.2.2                he6710b0_0    https://repo.anaconda.cloud/repo/main
giflib                    5.2.1                h7b6447c_0    https://repo.anaconda.cloud/repo/main
gitdb                     4.0.7              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
gitpython                 3.1.18             pyhd3eb1b0_1    main
glib                      2.69.1               h4ff587b_1    https://repo.anaconda.cloud/repo/main
glog                      0.5.0                h2531618_0    https://repo.anaconda.cloud/repo/main
gobject-introspection     1.72.0           py38hbb6d50b_0    https://repo.anaconda.cloud/repo/main
graphite2                 1.3.14               h295c915_1    https://repo.anaconda.cloud/repo/main
graphviz                  2.50.0               h3cd0ef9_0    https://repo.anaconda.cloud/repo/main
greenlet                  1.1.1            py38h295c915_0    https://repo.anaconda.cloud/repo/main
grpc-cpp                  1.46.1               h33aed49_0    https://repo.anaconda.cloud/repo/main
gssapi                    1.8.2                    pypi_0    pypi
gst-plugins-base          1.14.0               h8213a91_2    https://repo.anaconda.cloud/repo/main
gstreamer                 1.14.0               h28cd5cc_2    https://repo.anaconda.cloud/repo/main
gtk2                      2.24.33              h73c1081_2    https://repo.anaconda.cloud/repo/main
gts                       0.7.6                hb67d8dd_3    https://repo.anaconda.cloud/repo/main
harfbuzz                  4.3.0                hd55b92a_0    https://repo.anaconda.cloud/repo/main
hdf4                      4.2.13               h3ca952b_2    https://repo.anaconda.cloud/repo/main
hdf5                      1.10.6               h3ffc7dd_1    https://repo.anaconda.cloud/repo/main
hdfs                      2.7.0                    pypi_0    pypi
hdijupyterutils           0.20.0                   pypi_0    pypi
html5lib                  1.1                      pypi_0    pypi
htmllistparse             0.6.0                    pypi_0    pypi
ibis-framework            3.2.0                    pypi_0    pypi
icu                       58.2                 he6710b0_3    https://repo.anaconda.cloud/repo/main
idna                      3.4              py38h06a4308_0    https://repo.anaconda.cloud/repo/main
importlib-metadata        5.0.0                    pypi_0    pypi
importlib_resources       5.2.0              pyhd3eb1b0_1    https://repo.anaconda.cloud/repo/main
impyla                    0.18.0                   pypi_0    pypi
inflection                0.5.1                    pypi_0    pypi
ipykernel                 6.15.2           py38h06a4308_0    main
ipython                   7.31.1           py38h06a4308_1    main
ipython_genutils          0.2.0              pyhd3eb1b0_1    https://repo.anaconda.cloud/repo/main
ipywidgets                7.6.5              pyhd3eb1b0_1    main
jedi                      0.18.1           py38h06a4308_1    https://repo.anaconda.cloud/repo/main
jinja2                    3.1.2            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
jmespath                  0.10.0                   pypi_0    pypi
joblib                    1.1.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
jpeg                      9e                   h7f8727e_0    https://repo.anaconda.cloud/repo/main
json-c                    0.13.1               h1bed415_0    https://repo.anaconda.cloud/repo/main
jsonschema                4.16.0           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
jupyter                   1.0.0                    pypi_0    pypi
jupyter-console           6.4.4                    pypi_0    pypi
jupyter_client            7.3.5            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
jupyter_core              4.11.2           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
jupyter_server            1.18.1           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
jupyterlab_pygments       0.1.2                      py_0    https://repo.anaconda.cloud/repo/main
jupyterlab_widgets        1.0.0              pyhd3eb1b0_1    https://repo.anaconda.cloud/repo/main
kealib                    1.4.14               hb50703a_1    https://repo.anaconda.cloud/repo/main
kerberos                  1.3.1                    pypi_0    pypi
kiwisolver                1.4.2            py38h295c915_0    https://repo.anaconda.cloud/repo/main
krb5                      0.4.1                    pypi_0    pypi
langcodes                 3.3.0              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
lcms2                     2.12                 h3be6417_0    https://repo.anaconda.cloud/repo/main
ld_impl_linux-64          2.38                 h1181459_1    https://repo.anaconda.cloud/repo/main
lerc                      3.0                  h295c915_0    https://repo.anaconda.cloud/repo/main
libboost                  1.73.0              h28710b8_12    https://repo.anaconda.cloud/repo/main
libbrotlicommon           1.0.9                h5eee18b_7    https://repo.anaconda.cloud/repo/main
libbrotlidec              1.0.9                h5eee18b_7    https://repo.anaconda.cloud/repo/main
libbrotlienc              1.0.9                h5eee18b_7    https://repo.anaconda.cloud/repo/main
libclang                  10.0.1          default_hb85057a_2    https://repo.anaconda.cloud/repo/main
libcurl                   7.85.0               h91b91d3_0    https://repo.anaconda.cloud/repo/main
libdap4                   3.19.1               h6ec2957_0    https://repo.anaconda.cloud/repo/main
libdeflate                1.8                  h7f8727e_5    https://repo.anaconda.cloud/repo/main
libedit                   3.1.20210910         h7f8727e_0    https://repo.anaconda.cloud/repo/main
libev                     4.33                 h7f8727e_1    https://repo.anaconda.cloud/repo/main
libevent                  2.1.12               h8f2d780_0    https://repo.anaconda.cloud/repo/main
libffi                    3.3                  he6710b0_2    https://repo.anaconda.cloud/repo/main
libgcc-ng                 12.2.0              h65d4601_19    conda-forge
libgd                     2.3.3                h695aa2c_1    https://repo.anaconda.cloud/repo/main
libgdal                   3.0.2                h1d2d1f6_3    https://repo.anaconda.cloud/repo/main
libgfortran-ng            11.2.0               h00389a5_1    https://repo.anaconda.cloud/repo/main
libgfortran5              11.2.0               h1234567_1    https://repo.anaconda.cloud/repo/main
libgomp                   12.2.0              h65d4601_19    conda-forge
libkml                    1.3.0                h7ecb851_5    https://repo.anaconda.cloud/repo/main
libllvm10                 10.0.1               hbcb73fb_5    https://repo.anaconda.cloud/repo/main
libnetcdf                 4.8.1                h42ceab0_1    https://repo.anaconda.cloud/repo/main
libnghttp2                1.46.0               hce63b2e_0    https://repo.anaconda.cloud/repo/main
libntlm                   1.6                  h7f8727e_0    https://repo.anaconda.cloud/repo/main
libopenblas               0.3.21               h043d6bf_0    https://repo.anaconda.cloud/repo/main
libpng                    1.6.37               hbc83047_0    https://repo.anaconda.cloud/repo/main
libpq                     12.9                 h16c4e8d_3    https://repo.anaconda.cloud/repo/main
libprotobuf               3.20.1               h4ff587b_0    https://repo.anaconda.cloud/repo/main
librsvg                   2.54.4               h19fe530_0    https://repo.anaconda.cloud/repo/main
libsodium                 1.0.18               h7b6447c_0    https://repo.anaconda.cloud/repo/main
libspatialindex           1.9.3                h2531618_0    https://repo.anaconda.cloud/repo/main
libspatialite             4.3.0a              hbedb2dc_20    https://repo.anaconda.cloud/repo/main
libssh2                   1.10.0               h8f2d780_0    https://repo.anaconda.cloud/repo/main
libstdcxx-ng              11.2.0               h1234567_1    https://repo.anaconda.cloud/repo/main
libthrift                 0.15.0               hcc01f38_0    https://repo.anaconda.cloud/repo/main
libtiff                   4.4.0                hecacb30_1    https://repo.anaconda.cloud/repo/main
libtool                   2.4.6             h295c915_1008    https://repo.anaconda.cloud/repo/main
libuuid                   1.41.5               h5eee18b_0    https://repo.anaconda.cloud/repo/main
libwebp                   1.2.4                h11a3e52_0    https://repo.anaconda.cloud/repo/main
libwebp-base              1.2.4                h5eee18b_0    https://repo.anaconda.cloud/repo/main
libxcb                    1.15                 h7f8727e_0    https://repo.anaconda.cloud/repo/main
libxkbcommon              1.0.1                hfa300c1_0    https://repo.anaconda.cloud/repo/main
libxml2                   2.9.14               h74e7548_0    https://repo.anaconda.cloud/repo/main
libxslt                   1.1.35               h4e12654_0    https://repo.anaconda.cloud/repo/main
libzip                    1.8.0                h5cef20c_0    https://repo.anaconda.cloud/repo/main
lz4                       3.1.3            py38h27cfd23_0    https://repo.anaconda.cloud/repo/main
lz4-c                     1.9.3                h295c915_1    https://repo.anaconda.cloud/repo/main
lzo                       2.10                 h7b6447c_2    https://repo.anaconda.cloud/repo/main
mapclassify               2.4.3              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
markdown                  3.4.1                    pypi_0    pypi
markupsafe                2.1.1            py38h7f8727e_0    https://repo.anaconda.cloud/repo/main
matplotlib                3.5.2            py38h06a4308_0    main
matplotlib-base           3.5.2            py38hf590b9c_0    https://repo.anaconda.cloud/repo/main
matplotlib-inline         0.1.6            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
mistune                   0.8.4           py38h7b6447c_1000    https://repo.anaconda.cloud/repo/main
mock                      4.0.3              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
multipledispatch          0.6.0                    py38_0    https://repo.anaconda.cloud/repo/main
munch                     2.5.0              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
munkres                   1.1.4                      py_0    https://repo.anaconda.cloud/repo/main
murmurhash                1.0.7            py38h295c915_0    https://repo.anaconda.cloud/repo/main
nb_conda_kernels          2.3.1            py38h06a4308_0    main
nbclassic                 0.4.8            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
nbclient                  0.5.13           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
nbconvert                 6.4.4            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
nbformat                  5.5.0            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
ncurses                   6.3                  h5eee18b_3    https://repo.anaconda.cloud/repo/main
nest-asyncio              1.5.5            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
networkx                  2.8.4            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
ninja                     1.10.2               h06a4308_5    https://repo.anaconda.cloud/repo/main
ninja-base                1.10.2               hd09550d_5    https://repo.anaconda.cloud/repo/main
nose                      1.3.7                    pypi_0    pypi
notebook                  6.5.2            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
notebook-shim             0.2.2            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
nspr                      4.33                 h295c915_0    https://repo.anaconda.cloud/repo/main
nss                       3.74                 h0370c37_0    https://repo.anaconda.cloud/repo/main
numexpr                   2.8.3            py38hd2a5715_0    https://repo.anaconda.cloud/repo/main
numpy                     1.23.3           py38hf838250_1    main
numpy-base                1.23.3           py38h1e6e340_1    https://repo.anaconda.cloud/repo/main
oci                       2.88.0                   pypi_0    pypi
oci-cli                   3.20.1                   pypi_0    pypi
ocifs                     1.1.3                    pypi_0    pypi
openjpeg                  2.4.0                h3ad879b_0    https://repo.anaconda.cloud/repo/main
openpyxl                  3.0.10           py38h5eee18b_0    main
openssl                   1.1.1q               h7f8727e_0    main
oracle-ads                2.6.8                    pypi_0    pypi
oracle-dataflow-sessions  1.0.7.e08b59192e8          pypi_0    pypi
oracledb                  1.1.1            py38h0a891b7_1    conda-forge
oraclejdk                 8.0.171                       0    gtcg
orc                       1.7.4                h07ed6aa_0    https://repo.anaconda.cloud/repo/main
packaging                 21.3               pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
pandas                    1.4.4            py38h6a678d5_0    main
pandavro                  1.7.1                    pypi_0    pypi
pandocfilters             1.5.0              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
pango                     1.50.7               h05da053_0    https://repo.anaconda.cloud/repo/main
parso                     0.8.3              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
parsy                     2.0                      pypi_0    pypi
pathy                     0.6.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
pcre                      8.45                 h295c915_0    https://repo.anaconda.cloud/repo/main
pexpect                   4.8.0              pyhd3eb1b0_3    https://repo.anaconda.cloud/repo/main
pickleshare               0.7.5           pyhd3eb1b0_1003    https://repo.anaconda.cloud/repo/main
pillow                    9.2.0            py38hace64e9_1    https://repo.anaconda.cloud/repo/main
pip                       22.2.2           py38h06a4308_0    main
pixman                    0.40.0               h7f8727e_1    https://repo.anaconda.cloud/repo/main
pkgutil-resolve-name      1.3.10           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
plotly                    5.11.0                   pypi_0    pypi
ply                       3.11                     py38_0    https://repo.anaconda.cloud/repo/main
poppler                   0.81.0               h01f5e8b_2    https://repo.anaconda.cloud/repo/main
poppler-data              0.4.11               h06a4308_0    https://repo.anaconda.cloud/repo/main
preshed                   3.0.6            py38h295c915_0    https://repo.anaconda.cloud/repo/main
proj                      6.2.1                h05a3930_0    https://repo.anaconda.cloud/repo/main
prometheus_client         0.14.1           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
prompt-toolkit            3.0.29                   pypi_0    pypi
psutil                    5.9.0            py38h5eee18b_0    main
psycopg2                  2.9.3            py38h37d81fd_0    https://repo.anaconda.cloud/repo/main
ptyprocess                0.7.0              pyhd3eb1b0_2    https://repo.anaconda.cloud/repo/main
pure-sasl                 0.6.2                    pypi_0    pypi
py4j                      0.10.9.3           pyhd8ed1ab_1    conda-forge
pyarrow                   8.0.0            py38h992f0b0_0    https://repo.anaconda.cloud/repo/main
pycparser                 2.21               pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
pydantic                  1.10.2           py38h5eee18b_0    https://repo.anaconda.cloud/repo/main
pygments                  2.11.2             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
pymysql                   1.0.2            py38h06a4308_1    https://repo.anaconda.cloud/repo/main
pyopenssl                 22.0.0             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
pyparsing                 3.0.9            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
pyproj                    2.6.1.post1      py38hb3025e9_1    https://repo.anaconda.cloud/repo/main
pyqt                      5.15.7           py38h6a678d5_1    https://repo.anaconda.cloud/repo/main
pyqt5-sip                 12.11.0          py38h6a678d5_1    https://repo.anaconda.cloud/repo/main
pyrsistent                0.18.0           py38heee7806_0    https://repo.anaconda.cloud/repo/main
pysocks                   1.7.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
pyspark                   3.2.1              pyhd8ed1ab_0    conda-forge
pyspnego                  0.3.1            py38h5eee18b_2    https://repo.anaconda.cloud/repo/main
pytables                  3.6.1            py38hc386592_3    conda-forge
python                    3.8.13               haa1d7c7_1    main
python-dateutil           2.8.2              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
python-fastjsonschema     2.16.2           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
python-graphviz           0.16                     pypi_0    pypi
python-jsonschema-objects 0.4.1                    pypi_0    pypi
python_abi                3.8                      2_cp38    conda-forge
pytz                      2022.1           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
pyyaml                    5.4.1            py38h27cfd23_1    main
pyzmq                     23.2.0           py38h6a678d5_0    https://repo.anaconda.cloud/repo/main
qt-main                   5.15.2               h327a75a_7    https://repo.anaconda.cloud/repo/main
qt-webengine              5.15.9               hd2b0992_4    https://repo.anaconda.cloud/repo/main
qtconsole                 5.4.0                    pypi_0    pypi
qtpy                      2.3.0                    pypi_0    pypi
qtwebkit                  5.212                h4eab89a_4    https://repo.anaconda.cloud/repo/main
re2                       2022.04.01           h295c915_0    https://repo.anaconda.cloud/repo/main
readline                  8.2                  h5eee18b_0    https://repo.anaconda.cloud/repo/main
regex                     2022.7.9         py38h5eee18b_0    https://repo.anaconda.cloud/repo/main
requests                  2.28.1           py38h06a4308_0    main
requests-kerberos         0.14.0             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
rich                      12.6.0                   pypi_0    pypi
rtree                     0.9.7            py38h06a4308_1    https://repo.anaconda.cloud/repo/main
ruamel.yaml               0.17.21          py38h5eee18b_0    https://repo.anaconda.cloud/repo/main
ruamel.yaml.clib          0.2.6            py38h5eee18b_1    https://repo.anaconda.cloud/repo/main
sasl                      0.2.1            py38h42fbc30_2    main
scikit-learn              1.1.2            py38h6a678d5_0    main
scipy                     1.9.1            py38h32ae08f_0    main
seaborn                   0.12.0           py38h06a4308_0    main
send2trash                1.8.0              pyhd3eb1b0_1    https://repo.anaconda.cloud/repo/main
setuptools                65.5.0           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
setuptools-scm            7.0.4            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
shapely                   1.8.4            py38h81ba7c5_0    https://repo.anaconda.cloud/repo/main
shellingham               1.3.1              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
sip                       6.6.2            py38h6a678d5_0    https://repo.anaconda.cloud/repo/main
six                       1.16.0             pyhd3eb1b0_1    https://repo.anaconda.cloud/repo/main
smart_open                5.2.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
smmap                     4.0.0              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
snappy                    1.1.9                h295c915_0    https://repo.anaconda.cloud/repo/main
sniffio                   1.2.0            py38h06a4308_1    https://repo.anaconda.cloud/repo/main
soupsieve                 2.3.2.post1      py38h06a4308_0    https://repo.anaconda.cloud/repo/main
spacy                     3.4.3                    pypi_0    pypi
spacy-legacy              3.0.10                   pypi_0    pypi
spacy-loggers             1.0.1              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
spark-nlp                 4.2.1                    py38_0    johnsnowlabs
sparksql-magic            0.0.3                    pypi_0    pypi
sqlalchemy                1.4.39           py38h5eee18b_0    main
sqlglot                   6.3.5                    pypi_0    pypi
sqlite                    3.39.3               h5082296_0    https://repo.anaconda.cloud/repo/main
srsly                     2.4.3            py38h295c915_0    https://repo.anaconda.cloud/repo/main
tabulate                  0.8.10           py38h06a4308_0    main
tenacity                  8.1.0                    pypi_0    pypi
terminado                 0.13.1           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
terminaltables            3.1.0                    pypi_0    pypi
testpath                  0.6.0            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
thinc                     8.1.5                    pypi_0    pypi
threadpoolctl             2.2.0              pyh0d69192_0    https://repo.anaconda.cloud/repo/main
thrift                    0.16.0                   pypi_0    pypi
thrift-sasl               0.4.3                    pypi_0    pypi
thriftpy                  0.3.9            py38h7f8727e_2    https://repo.anaconda.cloud/repo/main
tiledb                    2.3.3                h1132f93_2    https://repo.anaconda.cloud/repo/main
tk                        8.6.12               h1ccaba5_0    https://repo.anaconda.cloud/repo/main
toml                      0.10.2             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
tomli                     2.0.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
toolz                     0.12.0           py38h06a4308_0    https://repo.anaconda.cloud/repo/main
tornado                   6.2              py38h5eee18b_0    https://repo.anaconda.cloud/repo/main
tqdm                      4.64.1           py38h06a4308_0    main
traitlets                 5.1.1              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
typer                     0.4.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
typing-extensions         4.3.0            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
typing_extensions         4.3.0            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
urllib3                   1.26.12          py38h06a4308_0    https://repo.anaconda.cloud/repo/main
utf8proc                  2.6.1                h27cfd23_0    https://repo.anaconda.cloud/repo/main
wasabi                    0.9.1            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
wcwidth                   0.2.5              pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
webencodings              0.5.1                    py38_1    https://repo.anaconda.cloud/repo/main
websocket-client          0.58.0           py38h06a4308_4    https://repo.anaconda.cloud/repo/main
wheel                     0.37.1             pyhd3eb1b0_0    https://repo.anaconda.cloud/repo/main
widgetsnbextension        3.5.2            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
wordcloud                 1.8.2.2                  pypi_0    pypi
xerces-c                  3.2.3                h780794e_0    https://repo.anaconda.cloud/repo/main
xz                        5.2.6                h5eee18b_0    https://repo.anaconda.cloud/repo/main
yaml                      0.2.5                h7b6447c_0    https://repo.anaconda.cloud/repo/main
zeromq                    4.3.4                h2531618_0    https://repo.anaconda.cloud/repo/main
zipp                      3.8.0            py38h06a4308_0    https://repo.anaconda.cloud/repo/main
zlib                      1.2.13               h5eee18b_0    https://repo.anaconda.cloud/repo/main
zstd                      1.5.2                ha4553b6_0    https://repo.anaconda.cloud/repo/main
